Address,Bedrooms,Bathrooms,Area(sqft),Year Built,Parking,Price($),Location,Price/Sqft
9216 Cougar Crk Ln   NW,2,2,1850,2022,yes,500000,Albuquerque,270.27
608 Camino Espanol NW,4,2,2642,1978,yes,640000,Albuquerque,242.24
1025 Valencia Dr SE #16,1,1,582,1976,no,85000,Albuquerque,146.05
1724 Avenida Alturas NE,3,3,2940,1995,yes,710000,Albuquerque,241.5
219 Central Ave NW #503,2,2,1567,1923,no,350000,Albuquerque,223.36
11600 Zinfandel Ave NE,5,5,6832,2004,yes,1595000,Albuquerque,233.46
7012 Rio Grande Blvd NW,5,5,7839,1976,yes,3700000,Albuquerque,472.0
11009 Constitution Ave NE,3,1,1290,1959,yes,259900,Albuquerque,201.47
1720 Rusty Rd NW,5,4,3607,2006,yes,1260000,Albuquerque,349.32
4722 Paso Del Puma Pl NE,3,4,5000,1965,yes,3800000,Albuquerque,760.0
721 Chavez Rd NW,3,4,5464,1987,yes,2200000,Albuquerque,402.64
13518 Elena Gallegos Pl NE,3,3,3441,2001,yes,945000,Albuquerque,274.63
6223 Corte Alzira NW,4,2,2003,2005,yes,350000,Albuquerque,174.74
320 Titanium St   SW,2,2,1257,2022,yes,325000,Albuquerque,258.55
308 Titanium St   SE,2,2,1257,2022,yes,325000,Albuquerque,258.55
124 Walter St SE,6,5,3177,1901,no,639000,Albuquerque,201.13
9324 Cougar Crk Ln   NW,2,2,1848,2022,yes,550000,Albuquerque,297.62
5305 El Encanto Pl NE,5,4,1925,1950,no,337500,Albuquerque,175.32
7919 Tarragona Rd,4,4,2494,2022,yes,559990,Albuquerque,224.53
7927 Tarragona Rd   NW,4,4,2544,2023,yes,564990,Albuquerque,222.09
128 Prism Ave  SW,4,2,1896,2022,yes,372560,Albuquerque,196.5
512 Ash St SE,1,1,3504,1972,no,839573,Albuquerque,239.6
808 Coal Ave,2,1,2165,1926,no,650000,Albuquerque,300.23
2816 Tramway Cir NE,4,4,3439,1988,yes,649900,Albuquerque,188.98
131 Prism Ave  SW,3,3,2198,2022,yes,406630,Albuquerque,185.0
100 Gold Ave  SW #304,1,2,1461,2006,yes,528000,Albuquerque,361.4
343 San Clemente Ave NW,3,2,1545,2022,yes,364075,Albuquerque,235.65
919 Zafiro Rd   SE,4,2,2132,2022,yes,512883,Albuquerque,240.56
55 Academy Dr,3,2,1682,1976,yes,529000,Albuquerque,314.51
167 Mifflin St,2,2,1158,1905,yes,340000,Philadelphia,293.61
837 Clyde Ln,3,2,1562,1974,yes,400000,Philadelphia,256.08
1918 E  Somerset St,3,1,984,1910,yes,209000,Philadelphia,212.4
1700 Johnston St,3,2,1200,1920,yes,285000,Philadelphia,237.5
1937 E  Letterly St,2,2,1276,1875,yes,354999,Philadelphia,278.21
1825 E  Albert St,3,1,836,1953,yes,209000,Philadelphia,250.0
4223 Ormond St,3,1,1200,1950,yes,155000,Philadelphia,129.17
2312 S  Hutchinson St,3,2,1244,1920,yes,319000,Philadelphia,256.43
5404 N  4th St,3,1,1376,1900,yes,229000,Philadelphia,166.42
3278 Tilton St,2,2,988,1910,yes,215000,Philadelphia,217.61
6623 Kindred St,4,2,1260,1950,yes,259999,Philadelphia,206.35
261 W  Harvey St,6,3,2952,1900,yes,470000,Philadelphia,159.21
4558 Marple St,3,1,1024,1950,yes,220000,Philadelphia,214.84
8022 Jackson St,4,2,2400,1930,yes,229999,Philadelphia,95.83
148 W  Durham St,3,1,1198,1925,yes,339000,Philadelphia,282.97
255 E  Montana St,3,2,1242,2007,no,180000,Philadelphia,144.93
4025 Fairmount Ave,3,4,3105,2021,no,499900,Philadelphia,161.0
1324 E  Hunting Park Ave,4,3,1782,1961,yes,204999,Philadelphia,115.04
Liberty Plaza View Plan in North Liberty Triangle by Streamline,2,2,1024,2023,no,430000,Philadelphia,419.92
1629 S  2nd St,3,2,1635,1915,yes,410000,Philadelphia,250.76
750 S  9th St,4,3,2700,1920,yes,899999,Philadelphia,333.33
5412 Pearl St,3,1,1080,1920,yes,120000,Philadelphia,111.11
424 N  59th St,4,1,1320,1920,yes,189900,Philadelphia,143.86
144 E  Westmoreland St,3,1,1200,1935,yes,95000,Philadelphia,79.17
8013 Anderson St,3,2,1812,1968,yes,590000,Philadelphia,325.61
1734 Mayland St,3,2,1364,1945,yes,304995,Philadelphia,223.6
1718 W  Allegheny Ave,6,3,1921,1925,yes,350000,Philadelphia,182.2
139 W  Sylvania St,4,2,1792,1900,yes,180000,Philadelphia,100.45
4522 N  Colorado St,3,1,926,1940,yes,85000,Philadelphia,91.79
2332 N  Smedley St,4,2,1456,1915,yes,175000,Philadelphia,120.19
6020 N  16th St,3,2,1362,1915,yes,249000,Philadelphia,182.82
6231 N  Gratz St,3,2,1310,1925,yes,179900,Philadelphia,137.33
1821 N  Hancock St,3,1,1149,1925,yes,300000,Philadelphia,261.1
136 Wendover St,3,1,1200,1900,yes,270000,Philadelphia,225.0
4333 Fleming St,4,2,1845,1925,yes,389000,Philadelphia,210.84
468 Conarroe St,2,2,1200,1900,yes,349900,Philadelphia,291.58
4001 Mitchell St,3,1,1440,1930,yes,219900,Philadelphia,152.71
2083 E  Elkhart St,3,1,1144,1920,yes,85000,Philadelphia,74.3
3121 Weikel St,2,1,840,1920,yes,65000,Philadelphia,77.38
2334 S  Lambert St,3,2,1036,1920,yes,299000,Philadelphia,288.61
1714 Wolf St,4,2,1795,1925,yes,389000,Philadelphia,216.71
2649 N  Myrtlewood St,3,2,1680,1915,yes,195000,Philadelphia,116.07
1432 N  28th St,2,2,900,1925,yes,269900,Philadelphia,299.89
2673 Cedar St,3,2,1016,1925,yes,265000,Philadelphia,260.83
2669 Almond St,3,2,1680,1875,yes,275000,Philadelphia,163.69
2033 E  Arizona St,3,2,1955,1920,no,475000,Philadelphia,242.97
2321 E  Boston St,3,2,954,1925,yes,424900,Philadelphia,445.39
1845 N  Marston St,3,3,1764,2023,yes,345000,Philadelphia,195.58
3938 Elsinore St,3,2,1072,1925,yes,180000,Philadelphia,167.91
1218 N  59th St,4,1,1640,1917,yes,199900,Philadelphia,121.89
1628 N  Robinson St,3,1,1158,1925,yes,175000,Philadelphia,151.12
1824 N  77th St,3,1,1120,1949,no,220000,Philadelphia,196.43
6457 Morris Park Rd,3,2,1408,1920,no,240000,Philadelphia,170.45
1235 E  Cheltenham Ave,3,1,1110,1950,yes,189900,Philadelphia,171.08
1337 S  22nd St,3,2,1474,1923,yes,379900,Philadelphia,257.73
2236 Earp St,4,3,2100,2023,yes,479000,Philadelphia,228.1
1506 S  24th St,3,2,1248,1925,yes,275000,Philadelphia,220.35
2945 N  Ringgold St,2,2,840,1940,yes,40000,Philadelphia,47.62
3626 Winona St,2,1,896,1945,yes,285000,Philadelphia,318.08
146 Emily St,2,1,858,1905,yes,265000,Philadelphia,308.86
1934 S  4th St,3,2,1264,1920,no,368000,Philadelphia,291.14
2431 S  Sheridan St,3,3,900,1925,yes,245000,Philadelphia,272.22
6729 Woodland Ave,4,3,1980,1920,yes,100000,Philadelphia,50.51
7400 Sandpiper Pl,2,2,860,1920,yes,170000,Philadelphia,197.67
4603 Magee Ave,3,2,1140,1920,yes,182500,Philadelphia,160.09
6326 Torresdale Ave,3,1,1140,1935,yes,59900,Philadelphia,52.54
4639 C St,3,2,1200,1942,yes,169000,Philadelphia,140.83
4031 Old York Rd,3,3,1500,1936,no,119900,Philadelphia,79.93
1934 E  Pike St,3,1,1080,1925,yes,140000,Philadelphia,129.63
2612 Wilmot St,2,2,1064,1925,no,150000,Philadelphia,140.98
2743 Ash St,4,2,1605,1925,yes,250000,Philadelphia,155.76
612 S  48th St,6,4,3540,1925,yes,789000,Philadelphia,222.88
647 S  55th St,4,2,1600,1925,yes,160000,Philadelphia,100.0
634 S  56th St,3,2,1184,1925,yes,265000,Philadelphia,223.82
2026 S  Cleveland St,3,1,1020,1920,yes,215000,Philadelphia,210.78
2025 S  22nd St,3,2,1500,1920,yes,185000,Philadelphia,123.33
1130 S  Paxon St,4,3,1850,1925,yes,344900,Philadelphia,186.43
1224 Hale St,3,2,1290,1948,yes,210000,Philadelphia,162.79
6332 Large St,3,3,1278,1950,yes,239900,Philadelphia,187.72
1344 Ascot Pl,3,2,1296,1960,yes,275000,Philadelphia,212.19
5144 Delancey St,3,1,1080,1925,yes,300000,Philadelphia,277.78
5444 Osage Ave,3,1,1080,1925,yes,155000,Philadelphia,143.52
5329 Akron St,3,1,1230,1945,yes,155000,Philadelphia,126.02
4043 Higbee St,3,1,1074,1940,yes,195000,Philadelphia,181.56
8232 Pine Rd,3,3,1103,1962,yes,260000,Philadelphia,235.72
3972 Stevenson St,3,2,1386,1978,yes,339900,Philadelphia,245.24
810 N  Park Ave,3,2,1260,2000,yes,399999,Philadelphia,317.46
2018 Christian St #A,0,1,300,1900,yes,120000,Philadelphia,400.0
187 Hillcrest Ave,4,3,3362,1962,yes,699000,Philadelphia,207.91
2134 Borbeck Ave,2,2,850,1957,yes,300000,Philadelphia,352.94
3511 N  11th St,5,2,2104,1915,yes,199900,Philadelphia,95.01
210 Commodore Ct,3,3,2159,2011,yes,875000,Philadelphia,405.28
929 French St,3,3,1491,2018,yes,399900,Philadelphia,268.21
231 W  George St,4,3,3000,2013,yes,975000,Philadelphia,325.0
6028 Chestnut St,4,3,1522,1920,yes,295000,Philadelphia,193.82
5038 Willows Ave,4,2,2236,1925,yes,420000,Philadelphia,187.84
1414 S  Leithgow Ter,3,5,2920,2017,yes,798000,Philadelphia,273.29
2666 Collins St,3,3,2321,2017,yes,479900,Philadelphia,206.76
1716 Cambridge St #1,3,3,1649,2019,yes,405000,Philadelphia,245.6
2563 Grays Ferry Ave #3,3,3,1509,2018,yes,599900,Philadelphia,397.55
220 Locust St   #25AH,3,2,1944,1963,yes,925000,Philadelphia,475.82
3233 Mercer St,3,3,3050,2023,yes,549900,Philadelphia,180.3
2619 E  Boston Ave  #1,3,4,1800,2023,yes,500000,Philadelphia,277.78
1414 S  Penn Sq   #20B,3,3,2046,2009,yes,1750000,Philadelphia,855.33
1501 S  25th St,4,3,1530,1930,yes,799000,Philadelphia,522.22
South Pandora Plan in South Liberty Triangle by Streamline,1,1,790,2023,no,285000,Philadelphia,360.76
Liberty West View Plan in North Liberty Triangle by Streamline,2,2,1024,2023,no,430000,Philadelphia,419.92
Kahn Model #2 Plan in Regent Row by Jim Roche Real Estate Team,3,3,3364,2023,yes,949900,Philadelphia,282.37
404 Dickinson St,4,4,2425,1915,yes,630000,Philadelphia,259.79
630 Greenwich St,2,2,1263,1915,yes,355000,Philadelphia,281.08
708 Annin St,3,2,1360,1920,yes,395000,Philadelphia,290.44
732 E  Passyunk Ave,6,3,2835,1915,yes,1550000,Philadelphia,546.74
334 Pemberton St,2,2,644,1982,yes,429000,Philadelphia,666.15
6132 Hazel Ave,3,1,1020,1925,yes,95000,Philadelphia,93.14
1017 Lombard St,3,2,1600,1977,yes,850000,Philadelphia,531.25
999 N  6th St,8,4,6780,1920,yes,1900000,Philadelphia,280.24
3217 N  Hope St,3,1,1036,1945,yes,93900,Philadelphia,90.64
435 W  Airdrie St,2,2,784,1930,no,85000,Philadelphia,108.42
3336 Ella St,3,1,1204,1945,no,90000,Philadelphia,74.75
2724 N  Bonsall St,3,1,926,1925,no,110000,Philadelphia,118.79
4928 Wakefield St,4,1,945,1925,yes,160000,Philadelphia,169.31
4431 Greene St,3,2,1134,1940,yes,219900,Philadelphia,193.92
700 N  24th St,4,3,2200,1920,yes,740000,Philadelphia,336.36
2337-39 Perot St,3,3,2700,1920,yes,1190000,Philadelphia,440.74
6408 N  Lambert St,3,2,1658,1925,yes,219900,Philadelphia,132.63
6102 N  Norwood St,2,1,888,1925,yes,169900,Philadelphia,191.33
1420 E  Palmer St,3,4,1792,1920,yes,710000,Philadelphia,396.21
2230 N  Mutter St,2,1,750,1920,yes,224000,Philadelphia,298.67
545 W  Willard St,2,1,906,1920,yes,89000,Philadelphia,98.23
4603 Saint Davids St,2,1,896,1910,yes,287500,Philadelphia,320.87
211 Lauriston St,3,1,1112,1925,yes,305000,Philadelphia,274.28
645 Maris St,3,3,1458,1955,yes,429000,Philadelphia,294.24
5951 Houghton St,3,2,1120,1955,yes,329000,Philadelphia,293.75
5843 Henry Ave,3,3,1382,1960,yes,369900,Philadelphia,267.66
1333 Foulkrod St,3,2,1284,1940,yes,224900,Philadelphia,175.16
2344 S  Carlisle St,3,2,1056,1920,yes,219900,Philadelphia,208.24
2508 S  Cleveland St,4,3,1728,1920,yes,483000,Philadelphia,279.51
2048 South St,4,4,2787,1925,yes,1599000,Philadelphia,573.74
1814 Catharine St,3,3,2300,1915,yes,1195000,Philadelphia,519.57
2231 Emerald St,3,1,1204,1875,yes,350000,Philadelphia,290.7
2529 Memphis St,3,1,1404,1875,yes,400000,Philadelphia,284.9
2161 E  Dauphin St,3,3,1734,1900,yes,435000,Philadelphia,250.87
2612 E  Letterly St,2,1,900,1875,yes,279000,Philadelphia,310.0
1456 N  59th St,3,1,1258,1925,yes,189900,Philadelphia,150.95
1539 N  61st St,3,1,1312,1925,yes,175000,Philadelphia,133.38
939 Brill St,3,1,1030,1940,yes,170000,Philadelphia,165.05
2060 Wilder St,2,2,1364,1923,yes,299888,Philadelphia,219.86
1721 S  Taylor St,4,3,1700,2023,yes,425000,Philadelphia,250.0
1513 S  Bailey St,3,1,956,1925,yes,114000,Philadelphia,119.25
1419 S  17th St,3,3,2182,1925,yes,494900,Philadelphia,226.81
1709 Watkins St,3,1,1016,1925,no,229000,Philadelphia,225.39
2735 N  Darien St,4,1,990,1920,yes,169900,Philadelphia,171.62
3124 N  Darien St,0,1,812,1920,no,60000,Philadelphia,73.89
3154 N  Darien St,2,1,812,1920,no,50000,Philadelphia,61.58
2927 Midvale Ave,6,4,2730,1925,yes,735000,Philadelphia,269.23
234 Mifflin St,2,1,1354,1906,yes,280000,Philadelphia,206.79
311 Durfor St,3,1,1120,1920,yes,234000,Philadelphia,208.93
918 Jackson St,3,3,1480,1925,yes,359000,Philadelphia,242.57
6441 Torresdale Ave,3,1,1280,1935,yes,224900,Philadelphia,175.7
4337 Teesdale St,2,1,914,1950,yes,169900,Philadelphia,185.89
140 W  Ashdale St,3,1,1152,1935,yes,209995,Philadelphia,182.29
5536 N  4th St,3,1,1362,1900,yes,185000,Philadelphia,135.83
3632 E  Allen St,2,2,780,1925,yes,179999,Philadelphia,230.77
1521 N  Bouvier St,9,4,2370,1915,yes,474900,Philadelphia,200.38
2207 S  Bonsall St,3,1,1120,1920,yes,140000,Philadelphia,125.0
5253 Florence Ave,4,4,1500,1925,yes,400000,Philadelphia,266.67
5302 Glenmore Ave,3,1,892,1920,yes,64900,Philadelphia,72.76
1508 Benner St,3,1,1002,1950,yes,150000,Philadelphia,149.7
2807 Shipley Rd,3,1,1170,1956,yes,299900,Philadelphia,256.32
5908 Chew Ave,3,2,1366,1925,yes,234900,Philadelphia,171.96
7003 N  12th St,6,4,4158,1922,yes,660000,Philadelphia,158.73
7759 Hasbrook Ave,3,1,1560,1960,yes,399900,Philadelphia,256.35
3335 Atmore Rd,3,2,1360,1962,yes,329000,Philadelphia,241.91
12420 Wyndom Rd,3,2,1360,1963,yes,339900,Philadelphia,249.93
9530 James St #A,2,3,1056,1988,yes,245000,Philadelphia,232.01
3623 N  16th St,4,3,1890,1930,no,259000,Philadelphia,137.04
1324 Locust St #325,0,1,320,1900,no,72500,Philadelphia,226.56
182 Gay St #905,2,2,1303,2005,yes,345000,Philadelphia,264.77
1352 South St #312,1,2,1455,2007,yes,499000,Philadelphia,342.96
1600 Arch St #1713,2,2,1077,1925,yes,539000,Philadelphia,500.46
623 W  Oxford St,4,4,3324,1915,yes,749900,Philadelphia,225.6
1914 Greymont St,4,3,1690,1960,yes,489900,Philadelphia,289.88
2118 Christian St,4,4,2799,2007,yes,800000,Philadelphia,285.82
2243 N  Camac St,11,4,3024,2012,yes,496900,Philadelphia,164.32
654 Keely Ct,3,3,1867,2012,yes,435000,Philadelphia,232.99
623 Emily St,3,3,1284,2015,yes,420000,Philadelphia,327.1
1624 Seybert St,3,3,2000,2023,yes,435000,Philadelphia,217.5
611 N  3rd St,4,6,3522,2017,yes,1300000,Philadelphia,369.11
118 S  21st St   #501,2,1,937,1954,yes,149900,Philadelphia,159.98
224 W  Rittenhouse Sq   #2602,0,1,573,1970,no,240000,Philadelphia,418.85
2018 Walnut St   #19C,1,1,700,1980,no,347500,Philadelphia,496.43
10 Station Ln,3,3,1632,1980,yes,650000,Philadelphia,398.28
3907 Spring Garden St,4,3,3450,1930,no,649900,Philadelphia,188.38
Belgrade Plan in Toll Brothers at Northbank by Toll Brothers,3,3,1493,2023,no,594995,Philadelphia,398.52
Bratton Plan in Toll Brothers at Northbank by Toll Brothers,3,3,1493,2023,no,629995,Philadelphia,421.97
1240 Christian St,3,3,2136,1915,yes,750000,Philadelphia,351.12
737 Clymer St,2,2,1104,1920,yes,480000,Philadelphia,434.78
5960 Warrington Ave,3,2,1320,1925,yes,275000,Philadelphia,208.33
1242 N  Conestoga St,3,1,1130,1925,yes,170000,Philadelphia,150.44
2719 N  20th St,3,2,1050,1940,no,80000,Philadelphia,76.19
3240 N  Sydenham St,3,1,1076,1925,no,119000,Philadelphia,110.59
4802 Stenton Ave,3,1,1030,1960,yes,105000,Philadelphia,101.94
5529 Osceola St,2,1,986,1925,no,149900,Philadelphia,152.03
2440 N  16th St,3,1,1468,1915,yes,199999,Philadelphia,136.24
5707 N  Woodstock St,3,1,1000,1925,no,104900,Philadelphia,104.9
117 Rochelle Ave,5,2,1709,1900,yes,510000,Philadelphia,298.42
1358 Gillingham St,3,2,1222,1930,yes,229900,Philadelphia,188.13
3737 Brandywine St,4,2,1900,1930,no,425000,Philadelphia,223.68
2436 W  Oakdale St,3,2,1134,1925,yes,170000,Philadelphia,149.91
2643 Amber St,2,2,1164,1875,yes,290000,Philadelphia,249.14
1620 French St,3,1,1128,1915,no,100000,Philadelphia,88.65
4135 Maywood St,3,2,1056,1925,yes,137000,Philadelphia,129.73
6420 Vine St,2,1,946,1925,yes,149900,Philadelphia,158.46
220 Benner St,3,1,1120,1950,yes,190000,Philadelphia,169.64
5949 Colgate St,3,1,1068,1940,yes,139900,Philadelphia,130.99
1914 Annin St,3,3,1038,1925,no,489900,Philadelphia,471.97
2422 N  13th St,3,2,1114,1920,yes,149900,Philadelphia,134.56
3115 N  Darien St,2,1,842,1920,no,80000,Philadelphia,95.01
2953 N  Taylor St,3,2,920,1925,yes,199000,Philadelphia,216.3
415 Cantrell St,4,3,1700,2022,yes,449999,Philadelphia,264.71
2513 S  Franklin St,2,1,974,1920,yes,215000,Philadelphia,220.74
2613 S  71st St,3,1,960,1916,yes,199900,Philadelphia,208.23
120 E  Mentor St,4,2,1280,1940,yes,249900,Philadelphia,195.23
518 E  Roosevelt Blvd,4,3,1936,1930,yes,220000,Philadelphia,113.64
532 W  Venango St,3,2,1360,1942,yes,180000,Philadelphia,132.35
2633 E  Allegheny Ave,2,2,1369,1920,yes,399000,Philadelphia,291.45
3431 Belgrade St,2,2,1854,1951,yes,234900,Philadelphia,126.7
2226 Sigel St,2,1,1018,1920,no,279000,Philadelphia,274.07
4932 N  8th St,3,1,1346,1935,yes,199988,Philadelphia,148.58
5219 N  10th St,3,1,1134,1935,yes,120000,Philadelphia,105.82
7825 Forrest Ave,4,3,1088,1950,yes,314900,Philadelphia,289.43
5653 Florence Ave,3,1,1202,1925,yes,100000,Philadelphia,83.19
6518 Horrocks St,3,2,1120,1948,yes,210000,Philadelphia,187.5
4113 Gilham St,3,1,960,1950,yes,175000,Philadelphia,182.29
9225 Wooden Bridge Rd,3,1,1575,1950,yes,334900,Philadelphia,212.63
448 E  Mechanic St,3,1,1232,1900,no,185000,Philadelphia,150.16
138 W  Spencer St,3,1,1140,1935,yes,239000,Philadelphia,209.65
2016 Lardner St,3,1,1176,1950,yes,239900,Philadelphia,204.0
6337 Mershon St,3,1,1108,1950,yes,139900,Philadelphia,126.26
211 Nauldo Rd,3,2,1360,1970,yes,325000,Philadelphia,238.97
2609 W  Montgomery Ave,5,2,1398,1915,yes,84000,Philadelphia,60.09
4814 Chester Ave,3,3,2700,1925,yes,730000,Philadelphia,270.37
1414 S  Penn Sq   W  #2,5,7,9515,2009,yes,17127000,Philadelphia,1800.0
1717 Mifflin St,3,4,1584,1920,yes,375000,Philadelphia,236.74
3231 Mercer St,2,2,1800,2023,yes,449900,Philadelphia,249.94
3229 Mercer St,3,3,3050,2023,yes,569900,Philadelphia,186.85
11 N  2nd St   #204,1,1,789,1900,no,299999,Philadelphia,380.23
1900 Rittenhouse Sq   #PENTHOUSE,3,4,3500,1928,no,3300000,Philadelphia,942.86
1816 N  Ringgold St,5,2,1336,1915,yes,84000,Philadelphia,62.87
2042 Amber St   #103,1,1,1060,2011,no,345000,Philadelphia,325.47
500 Walnut St   #1400,3,4,4300,2017,yes,6500000,Philadelphia,1511.63
1102 N  2nd St   #A,3,2,1266,2022,yes,545000,Philadelphia,430.49
224 W Rittenhouse Square #2606,2,2,1231,1970,no,1200000,Philadelphia,974.82
327 N  Preston St,6,3,2732,1915,yes,529900,Philadelphia,193.96
Cumberland Street #4 Plan in Letterland Court by Jim Roche Real Estate Team,3,4,3020,2023,yes,949000,Philadelphia,314.24
West Point Plan in North Liberty Triangle by Streamline,2,2,1105,2023,no,572000,Philadelphia,517.65
Jameson Model #2 Plan in Regent Row by Jim Roche Real Estate Team,3,3,2673,2023,yes,759900,Philadelphia,284.29
Moyer Plan in Toll Brothers at Northbank by Toll Brothers,3,3,2406,2023,no,759995,Philadelphia,315.87
Francesca Plan in Siena Place by Judd Builders and Developers,3,3,2885,2023,no,645900,Philadelphia,223.88
406 N  Hobart St,3,1,1134,1920,yes,115000,Philadelphia,101.41
645 Lombard St,4,5,2388,1973,yes,849900,Philadelphia,355.9
1930 W  Westmoreland St,3,1,1358,1925,yes,160000,Philadelphia,117.82
216 W  Penn St,6,3,1920,1900,yes,310000,Philadelphia,161.46
166 W  School House Ln,5,3,3183,1900,yes,559000,Philadelphia,175.62
2460 N  19th St,4,3,1927,1915,yes,309995,Philadelphia,160.87
6418 N  Norwood St,3,1,1056,1925,yes,170000,Philadelphia,160.98
2242 N  Mascher St,2,2,1116,1920,yes,215000,Philadelphia,192.65
6946 Pawling St,4,2,1272,1960,yes,380000,Philadelphia,298.74
113 E  Cliveden St,0,1,3440,1925,yes,450000,Philadelphia,130.81
61 E  Hortter St,3,1,1216,1925,yes,195000,Philadelphia,160.36
1677 Margaret St,3,3,2084,1925,yes,250000,Philadelphia,119.96
5215 Whitaker Ave,3,2,1881,1940,yes,269000,Philadelphia,143.01
3152 Memphis St,3,1,948,1925,yes,55000,Philadelphia,58.02
3027 Cambridge St,2,1,914,1925,yes,319900,Philadelphia,350.0
1345 N  Myrtlewood St,3,1,968,1925,yes,225000,Philadelphia,232.44
2447 Tulip St,2,1,1024,1875,yes,325000,Philadelphia,317.38
2579 Memphis St,1,1,1596,1875,yes,450000,Philadelphia,281.95
2216 Gaul St,2,3,1080,1875,yes,329000,Philadelphia,304.63
2431 E  Hazzard St,3,2,1664,1875,yes,379000,Philadelphia,227.76
2118 E  Huntingdon St,3,3,1500,1875,no,399900,Philadelphia,266.6
2337 E  Albert St,3,1,1006,1925,yes,230000,Philadelphia,228.63
2019 N  Carlisle St,7,7,2116,1915,no,524999,Philadelphia,248.11
2703 W  Berks St,3,2,1062,1915,yes,159000,Philadelphia,149.72
3948 K St,3,1,1536,1925,yes,199900,Philadelphia,130.14
7322 Brentwood Rd,3,4,1621,1950,yes,329000,Philadelphia,202.96
950 Marcella St,3,2,1628,1940,yes,217700,Philadelphia,133.72
635 Rosalie St,4,2,1116,1940,yes,219000,Philadelphia,196.24
6301 Lawndale St,3,3,1296,1925,yes,239888,Philadelphia,185.1
1533 Morris St,5,2,1779,1915,no,319900,Philadelphia,179.82
2212 N  Camac St,8,4,2586,1915,yes,425000,Philadelphia,164.35
2524 S  Sheridan St,2,2,900,1925,yes,240000,Philadelphia,266.67
2203 S  Clarion St,2,1,959,1940,yes,259999,Philadelphia,271.11
2623 S  67th St,3,2,1260,1916,yes,199900,Philadelphia,158.65
2062 Carver St,2,1,966,1930,yes,175000,Philadelphia,181.16
6357 Ditman St,4,2,1084,1935,yes,260000,Philadelphia,239.85
7012 Torresdale Ave,4,1,1600,1935,yes,237000,Philadelphia,148.12
5316 Haverford Ave,3,2,1042,1925,yes,199900,Philadelphia,191.84
1834 E  Madison St,3,1,992,1925,yes,88000,Philadelphia,88.71
1706 N  Bouvier St,5,5,1530,1920,no,264999,Philadelphia,173.2
2818 Cantrell St,3,1,940,1925,yes,109900,Philadelphia,116.91
4926 N  Warnock St,3,2,1280,1935,yes,225000,Philadelphia,175.78
5127 N  9th St,4,2,2054,1935,yes,238000,Philadelphia,115.87
6300 Lawnton Ave,4,5,2378,1940,yes,399995,Philadelphia,168.21
5628 Angora Ter,3,2,1842,1925,yes,224900,Philadelphia,122.1
1224 McKinley St,3,2,1394,1941,yes,310000,Philadelphia,222.38
2211 Glenview St,3,1,1272,1950,yes,259000,Philadelphia,203.62
3120 Magee Ave,3,2,1896,1950,yes,309500,Philadelphia,163.24
3177 Weston St,3,2,1963,1957,yes,450000,Philadelphia,229.24
3459 Aubrey Ave,3,2,1224,1960,yes,319000,Philadelphia,260.62
67 E  High St,3,1,2565,1925,yes,150000,Philadelphia,58.48
5350 Osage Ave,3,1,1224,1925,yes,150000,Philadelphia,122.55
605 W  64th Ave,5,3,12040,1915,yes,625000,Philadelphia,51.91
2704 Stevens St,3,1,928,1950,yes,169000,Philadelphia,182.11
3580 Churchill Ln,3,2,1260,1964,yes,280000,Philadelphia,222.22
